SeniorCitizen,MonthlyCharges_Log,TotalCharges_Log,PhoneService_new,Contract_new,PaperlessBilling_new,PaymentMethod_new,Churn_new,gender_new,Partner_new,Dependents_new,MultipleLines_new,InternetService_new,OnlineSecurity_new,OnlineBackup_new,DeviceProtection_new,TechSupport_new,StreamingTV_new,StreamingMovies_new,tenureCatLabel_new
0,4.333361462692601,6.889031069983857,1,0,1,2,0,0,1,0,2,0,2,2,0,2,2,0,1
0,4.436751534363128,8.270448306849701,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,2,4
0,3.8969093676180977,4.574710978503383,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0
0,4.390118804571218,4.970854424084411,1,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0
0,4.378896741664954,8.347068944077664,1,2,1,1,0,1,0,0,2,0,2,0,0,2,2,2,4
0,4.161224091061645,8.35563850277115,1,2,1,1,0,0,1,1,2,0,2,0,2,2,0,0,5
1,4.502583597212991,8.252902071755033,1,0,1,2,0,0,0,0,2,1,0,2,0,0,2,0,3
0,4.596129441335942,7.26290906654893,1,0,1,1,1,0,0,0,0,1,2,2,0,0,2,2,1
1,4.241326752570746,7.4688842072573705,1,0,1,1,0,0,1,0,2,0,2,0,0,2,2,0,2
1,4.390118804571218,6.450944243522384,1,0,1,1,1,0,1,0,2,1,0,2,0,0,0,0,0
1,4.3154861108656375,8.402085324303531,1,1,1,1,0,0,1,1,0,0,2,2,2,2,0,2,4
1,4.558602550171757,7.468827149172224,1,0,1,2,1,1,0,0,2,1,0,0,0,0,2,2,1
0,4.6016640466588035,8.75008111178088,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,5
1,4.6862892372728835,8.864513517029854,1,1,1,2,0,1,1,1,2,1,0,2,2,2,2,2,5
0,3.2168738221975275,6.796041289352136,1,2,0,1,0,0,1,1,2,2,1,1,1,1,1,1,2
0,4.677490847567717,8.968740037311406,1,2,1,1,0,0,0,0,2,1,0,0,2,2,2,2,5
0,4.61015772749913,8.456827286129794,1,0,1,2,0,0,1,0,2,1,0,0,2,0,2,2,3
0,4.498697941477575,8.603499319776505,1,0,1,0,0,1,0,0,2,1,0,2,0,0,2,0,4
0,3.7400477406883357,7.993619994827744,0,2,0,0,0,1,1,0,1,0,2,2,2,0,0,0,5
0,3.996364153861897,6.863907879201861,1,1,1,1,0,0,1,1,0,0,0,0,2,2,0,0,1
0,4.547541073151455,6.7537295913430295,1,0,0,2,1,0,0,0,2,1,0,0,0,0,2,2,0
0,4.321480134805848,5.497577977398914,1,0,1,2,0,0,0,0,0,0,0,2,0,2,2,2,0
0,4.368181227851829,8.202578332390305,1,1,1,2,0,1,1,0,2,1,0,2,0,0,0,0,3
0,4.37197629882038,7.822925383187589,1,2,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2
0,3.0032042883926917,6.8361518601224445,1,2,0,0,0,0,1,1,0,2,1,1,1,1,1,1,4
0,4.380149874661021,6.788239492980574,1,0,1,3,0,1,0,0,0,1,2,0,2,0,0,0,0
0,3.892840186011372,3.892840186011372,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0
0,3.0155349008501706,6.994529127764175,1,1,1,2,0,0,1,1,0,2,1,1,1,1,1,1,4
1,4.71492104994721,8.867709208039386,1,2,1,0,0,1,1,1,2,1,2,0,2,2,2,2,5
0,3.188416617383492,7.261646351544253,1,2,1,0,0,1,1,1,2,2,1,1,1,1,1,1,5
0,4.1666652238017265,5.178407069875479,1,0,1,0,0,0,0,1,0,0,2,0,0,2,0,2,0
1,4.705015520957808,8.722498584600567,1,1,0,2,0,0,0,0,2,1,2,2,2,0,2,2,4
0,4.019082077721554,7.896868871894053,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
0,4.000949214622548,6.178462651785838,1,0,0,3,0,0,1,1,0,0,2,2,0,0,0,0,0
1,4.314149212270796,7.655059150494037,1,0,1,2,0,1,0,0,0,0,2,2,0,0,2,2,2
0,3.254242968705492,7.103815361886605,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,3
0,4.373868446972418,4.373868446972418,1,0,1,2,1,0,0,1,0,1,0,0,0,0,2,0,0
0,3.9229629454664803,6.337445008381255,0,0,0,2,0,0,1,1,1,0,2,0,0,0,2,2,0
0,4.319486116198983,6.208388798608275,1,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0
0,4.642465970731788,8.372745287050364,1,0,1,0,0,0,0,0,0,1,0,2,2,2,2,2,3
0,3.0032042883926917,6.880743729735287,1,2,1,0,0,0,1,0,0,2,1,1,1,1,1,1,4
0,4.598145571051127,6.823014050527046,1,0,1,1,0,1,0,0,2,1,0,2,0,0,2,2,0
0,4.12955081795672,7.703210822115863,1,1,1,0,0,0,1,0,0,0,2,0,0,0,2,0,2
0,3.027715319407042,6.963189985870238,1,2,0,0,0,0,1,1,0,2,1,1,1,1,1,1,3
0,2.9932291433358724,6.832061434612937,1,2,1,3,0,0,1,1,0,2,1,1,1,1,1,1,3
0,3.518980417318539,6.9169627597330505,0,0,0,3,0,1,1,0,1,0,0,0,0,0,2,0,2
0,4.4073288175361,7.851738995873041,1,0,0,0,0,1,1,1,0,1,0,2,2,0,0,0,2
1,4.3134800921387715,4.3134800921387715,1,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0
0,4.430816798843313,8.650718334021228,1,2,1,3,0,1,1,1,2,0,2,0,2,2,2,2,5
0,4.709980550340436,8.868835492826895,1,0,1,1,0,0,0,0,2,1,2,2,2,0,2,2,5
0,4.6141299273595635,8.917183339244133,1,2,1,0,0,1,0,0,2,1,0,2,2,0,2,2,5
0,4.3688147407016515,6.832331056335296,1,0,1,2,1,0,0,0,2,1,2,0,0,0,0,0,0
0,4.202451303547952,8.465626175359802,1,1,1,1,0,1,1,1,2,0,2,2,0,2,0,0,5
0,3.0469005601283903,4.734881792509748,1,0,0,3,1,1,0,0,0,2,1,1,1,1,1,1,0
0,3.044522437723423,7.009589584863405,1,2,0,0,0,1,0,0,0,2,1,1,1,1,1,1,4
1,4.590056548178043,7.82982925561202,1,0,1,2,1,0,1,0,0,1,0,2,2,0,2,2,2
0,3.005682604407159,3.005682604407159,1,0,0,3,0,1,0,0,0,2,1,1,1,1,1,1,0
0,2.9678470700644555,2.9678470700644555,1,0,0,2,0,0,1,1,0,2,1,1,1,1,1,1,0
0,4.553876891600541,8.190243471376439,1,1,0,0,0,1,0,0,2,1,0,0,2,2,2,0,3
1,3.8188106237059674,8.015409895634475,0,1,0,0,0,0,1,0,1,0,0,2,2,0,2,0,5
0,4.700480365792417,8.93746152249408,1,2,1,0,1,1,1,0,2,1,0,2,2,2,2,2,5
0,3.190476350346503,4.607168188650764,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0
0,4.645832167706981,8.89604734809811,1,1,1,2,0,0,1,1,2,1,2,2,0,0,2,2,5
0,3.4061849231731944,6.8326545064728865,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2
0,4.547011271814559,8.274178510459615,1,1,0,3,0,1,0,0,2,1,0,0,0,0,2,2,3
0,2.9652730660692823,7.217626833806171,1,2,0,1,0,1,1,1,0,2,1,1,1,1,1,1,5
0,4.572130331909891,8.56386683161391,1,0,1,2,1,1,1,0,2,1,2,2,0,0,2,0,4
0,4.059580569785761,8.020352652216909,1,1,0,1,0,0,0,0,0,0,2,0,2,2,0,0,4
0,4.517976974285714,8.282508294255468,1,0,1,2,0,0,0,0,0,1,0,2,2,0,2,0,3
1,4.33729074083249,7.961422501607078,1,0,1,2,1,0,1,0,2,1,0,0,0,0,0,0,3
0,4.000033882750859,8.138418698561118,0,2,1,2,0,0,1,1,1,0,0,2,0,2,2,2,5
0,4.498141613229568,5.515040350059324,1,0,0,2,0,1,1,1,0,1,2,2,0,0,2,0,0
0,3.435598808379488,7.026737595214002,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2
0,4.6076670661866785,6.970401385632408,1,0,1,2,1,0,1,1,2,1,2,0,0,0,2,2,0
0,3.027715319407042,6.727611349435956,1,2,0,3,0,0,0,0,0,2,1,1,1,1,1,1,3
0,4.44500143383527,7.673967030399088,1,0,1,1,0,1,1,1,2,1,0,2,0,2,0,0,2
0,4.603168183317418,8.61530852400709,1,1,1,1,0,0,1,1,2,1,0,0,2,0,2,2,4
0,3.0301337002713233,4.725172978382788,1,0,0,3,0,0,0,0,0,2,1,1,1,1,1,1,0
0,4.309455941839047,5.436120870695231,1,0,1,2,1,1,0,0,2,1,0,0,0,0,0,0,0
0,3.9259259105971376,5.858932654816543,1,0,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0
0,3.0373539482448106,4.141546163706395,1,0,0,3,0,0,1,1,0,2,1,1,1,1,1,1,0
0,4.4880744141118445,8.015542020029786,1,2,1,2,0,1,0,0,0,1,2,0,0,2,2,0,2
1,4.357349646961441,7.666456090281521,1,0,1,2,1,0,0,0,2,1,0,0,2,0,0,0,2
0,3.159125820462427,7.452373448482877,1,2,1,0,0,1,1,0,2,2,1,1,1,1,1,1,5
0,2.9831534913471307,2.9831534913471307,1,0,0,3,0,1,0,0,0,2,1,1,1,1,1,1,0
1,4.033355290595671,8.290380416727643,0,1,1,2,0,1,0,0,1,0,2,2,0,0,2,2,5
0,4.453765731828859,7.103034192148042,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,2,1
0,4.070734696582967,7.314985495036968,0,0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2
0,3.9229629454664803,8.089513148736916,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5
0,3.5681232529781366,3.5681232529781366,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,2,0
0,3.7921127087555884,4.3975308212098465,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0,3.246490991901174,7.080194835921641,1,2,1,1,0,0,0,0,2,2,1,1,1,1,1,1,3
0,4.31748811353631,7.48352559138851,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1
0,3.005682604407159,7.1528559976483885,1,2,0,3,0,0,1,1,0,2,1,1,1,1,1,1,5
0,2.975529566236472,7.065229002806327,1,2,1,3,0,1,0,1,0,2,1,1,1,1,1,1,4
1,4.254903238344689,4.254903238344689,1,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0
1,4.4779048349422155,8.768053071961528,1,2,1,1,0,0,1,1,2,0,2,2,2,2,2,2,5
0,4.264790324535862,6.3344334914905405,1,0,0,2,1,0,0,0,2,0,2,0,0,2,0,2,0
0,4.61561544384963,8.694711564704171,1,2,1,0,0,0,1,0,2,1,0,2,0,0,2,2,5
0,4.4343818650078095,8.573393924604202,1,1,1,1,0,1,0,0,2,1,2,2,0,0,0,0,5
1,3.175968323856924,7.470907662925895,1,2,0,0,0,1,1,0,2,2,1,1,1,1,1,1,5
0,4.59562477314456,8.766659245839522,1,2,1,1,0,0,1,1,2,1,2,2,0,2,2,0,5
0,2.975529566236472,4.116595171156921,1,1,0,3,0,1,0,0,0,2,1,1,1,1,1,1,0
0,3.8210036070409776,3.8210036070409776,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0,4.1666652238017265,7.565249374827594,1,1,0,1,0,1,0,1,0,0,0,2,2,0,2,0,2
0,4.241326752570746,6.97672148344686,1,0,1,3,0,1,1,1,0,0,0,2,2,2,0,2,1
0,4.227563406008323,6.3356746264016355,1,0,1,2,0,0,1,1,0,0,0,0,0,2,2,2,0
0,4.553876891600541,6.4853983032037545,1,0,0,3,1,1,0,0,2,1,0,0,0,0,2,2,0
0,4.683519152399068,8.978477669096453,1,1,1,1,0,0,1,1,2,1,2,2,2,0,2,2,5
0,4.455509411433685,8.559342304924396,1,2,0,2,0,1,1,1,0,0,2,2,2,2,2,2,5
0,2.9806186357439426,4.7318028369214575,1,0,0,3,0,0,1,1,0,2,1,1,1,1,1,1,0
0,4.393213824064446,7.049949044685312,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1
0,4.432600920636815,7.507662635072334,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,1
0,3.0032042883926917,6.040016587690148,1,1,0,3,0,1,1,1,0,2,1,1,1,1,1,1,1
0,4.162781723775329,6.931471805599453,1,2,0,3,0,1,1,1,0,0,2,0,2,0,2,0,1
0,3.246490991901174,5.527840524826286,1,2,0,0,0,1,0,0,2,2,1,1,1,1,1,1,0
0,4.02535169073515,6.63928742545416,1,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1
0,4.411585436915426,7.372966191487255,1,0,0,2,1,0,1,0,2,1,2,0,0,0,0,0,1
0,4.244200317766478,4.906755163608864,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4.302712827954156,8.283557287381544,1,2,1,0,0,1,0,0,2,0,0,2,2,2,0,2,4
0,3.0252910757955354,5.454893673590133,1,1,0,3,0,0,1,1,0,2,1,1,1,1,1,1,0
0,2.990719731730447,7.21777353127957,1,2,0,3,0,1,1,0,0,2,1,1,1,1,1,1,5
0,4.2612704335380815,5.60947179518496,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,4.489198009735671,8.741048489378697,1,2,1,0,0,1,1,0,2,0,2,2,2,2,2,2,5
1,3.8133070324889884,7.882767646672298,0,0,1,2,1,1,1,0,1,0,0,2,2,0,0,2,4
0,3.0155349008501706,5.772686453303412,1,0,0,2,0,0,1,1,0,2,1,1,1,1,1,1,1
0,4.433788569232471,8.171670119274607,1,1,1,0,0,1,1,0,0,1,2,0,2,2,0,0,3
0,4.648229675448539,5.492238059185343,1,0,1,2,1,0,1,0,2,1,0,0,2,2,2,2,0
0,4.406109305189839,7.074751669673346,1,2,0,3,0,1,1,0,0,0,0,2,2,2,2,2,1
0,4.552296696381023,8.517233190616258,1,1,1,0,1,0,1,0,0,1,0,0,2,0,2,2,4
0,3.022860940942244,6.483947976626108,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2
0,3.2068032436339315,6.659550297072556,1,0,0,2,0,0,1,0,2,2,1,1,1,1,1,1,2
1,4.310127759130018,7.04377108289958,1,0,1,3,1,0,0,0,2,1,0,0,0,0,0,0,1
1,4.336636932375072,6.221782302170192,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
0,4.6572881402501976,7.351960215406232,1,0,1,0,0,0,1,1,2,1,0,2,2,0,2,2,1
0,3.022860940942244,7.132497551660044,1,1,1,1,0,1,1,0,0,2,1,1,1,1,1,1,5
0,3.3995293245614584,3.3995293245614584,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
0,3.8133070324889884,3.8133070324889884,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.436751534363128,6.4962469473266875,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,2,0
0,4.314149212270796,7.805189336005987,1,1,0,1,0,1,1,1,0,0,2,0,2,0,2,2,2
0,4.37260741275739,7.013600677065478,1,0,1,2,1,0,0,0,0,1,0,2,2,0,0,0,1
0,3.2108436531709366,3.2108436531709366,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,3.9473901492654373,6.931325310494569,1,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,1
0,3.414442608412176,4.408546844483277,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0
0,2.9780773383152703,5.500441550638171,1,1,0,2,0,0,0,0,0,2,1,1,1,1,1,1,1
0,4.036008985209137,7.774477543887798,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,3
0,4.275276264727001,8.062543091204349,1,1,1,1,0,1,1,1,2,0,2,0,0,2,0,2,3
0,4.51085950651685,6.274762021241939,1,0,1,2,1,1,1,0,0,1,0,2,2,0,0,2,0
0,2.9831534913471307,7.226499876885736,1,2,0,0,0,0,1,1,0,2,1,1,1,1,1,1,5
0,4.697749367281185,9.003230097973956,1,2,0,1,0,0,1,1,2,1,2,2,2,0,2,2,5
0,2.9601050959108397,7.083974923584623,1,2,0,1,0,1,1,1,0,2,1,1,1,1,1,1,4
0,4.570061008874523,7.5504772093477674,1,0,1,2,0,0,1,0,0,1,2,2,0,2,2,0,1
0,3.1822118404966093,6.37570601876452,1,2,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1
0,4.712678393703377,8.782591310627284,1,0,1,2,0,1,0,0,2,1,0,2,2,2,2,2,4
0,4.720728526622364,8.992389564998069,1,2,1,0,0,1,1,1,2,1,0,2,2,2,2,2,5
0,3.0325462466767075,3.0325462466767075,1,0,0,3,0,1,0,1,0,2,1,1,1,1,1,1,0
0,4.623991940228679,7.894001085943517,1,1,1,1,0,0,1,0,0,1,2,0,0,2,2,2,2
0,4.382651439442724,7.014185222597984,1,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1
0,4.65918477429433,8.909978246367027,1,2,0,2,0,1,1,1,2,1,2,0,2,0,2,2,5
0,4.360547602996758,6.941141697999771,1,0,1,1,0,1,0,1,0,1,0,0,0,0,2,0,1
0,4.231930225174664,7.992589754656903,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
0,4.381401439279963,7.8953801394606185,1,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,2
0,4.015481713796376,8.337875119642057,0,2,1,1,0,1,1,1,1,0,2,2,2,2,0,2,5
0,4.380775852772229,4.380775852772229,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0
0,4.669083511731744,7.567578327334585,1,0,1,2,1,0,0,0,0,1,2,0,2,2,2,2,1
0,4.629374874684909,8.802988485019748,1,1,1,1,0,1,1,0,0,1,0,2,2,2,2,2,5
0,3.828641396489095,4.436751534363128,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,3.228826155721369,3.228826155721369,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.9831534913471307,7.024826950567975,1,2,0,3,0,1,0,1,0,2,1,1,1,1,1,1,5
0,2.995732273553991,6.291661727864483,1,1,0,2,0,0,1,1,0,2,1,1,1,1,1,1,2
1,4.463606621666305,7.588753964495258,1,0,0,2,0,1,1,0,2,1,0,0,0,0,0,2,1
0,4.073291153024268,8.142485196414494,0,0,1,0,0,0,1,0,1,0,2,2,2,0,2,2,4
0,3.8122026701459353,8.051914382606217,0,2,0,1,0,1,1,1,1,0,2,2,2,2,0,0,5
0,4.036008985209137,8.239910194001379,0,2,1,0,0,1,1,0,1,0,2,2,2,2,2,0,5
0,4.4331949212482815,8.580074089455438,1,2,1,0,0,1,1,1,2,0,0,2,2,2,2,2,5
0,4.382026634673881,6.437111444848978,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
0,4.25063580654847,5.592292098622838,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3.2088254890146994,7.515834647152018,1,2,0,0,0,0,1,0,2,2,1,1,1,1,1,1,5
0,3.005682604407159,3.005682604407159,1,1,1,2,0,1,1,1,0,2,1,1,1,1,1,1,0
0,3.9130225057612296,5.1893392039782915,1,0,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0
0,2.962692419475791,5.390668627612223,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,0
0,3.92395157629342,7.16142803533117,0,1,1,3,0,1,0,0,1,0,2,0,0,0,2,2,1
0,4.396299293960601,7.842180581051775,1,1,1,3,0,0,1,1,0,0,2,0,2,2,2,2,2
0,4.01096295328305,4.01096295328305,1,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0
0,4.498697941477575,7.909544577458438,1,0,1,1,0,1,0,0,2,1,0,0,0,2,0,2,2
0,4.446174454497633,8.320508983786446,1,2,1,1,0,0,1,1,2,0,2,2,0,2,2,2,3
0,4.68213122712422,8.65880559454539,1,2,1,1,0,1,0,0,2,1,2,2,0,2,2,2,4
0,4.537961436294641,8.465373442686442,1,0,1,1,0,1,0,0,0,1,2,2,0,2,0,2,4
0,4.437934266612178,4.437934266612178,1,0,1,3,1,1,0,0,0,1,2,0,0,0,0,2,0
0,3.0081547935525483,7.356854424110363,1,2,0,1,0,0,0,0,0,2,1,1,1,1,1,1,5
0,3.224857896545748,6.553933404025811,1,0,0,2,0,0,0,0,2,2,1,1,1,1,1,1,2
0,3.996364153861897,4.73707525686803,1,0,1,3,1,1,0,0,2,0,0,2,0,0,0,0,0
0,3.3877743613300146,5.700610783490566,0,2,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0
0,4.292512127466133,7.17468602426429,1,0,1,2,0,1,1,0,2,1,0,0,0,0,0,0,1
1,4.553876891600541,7.021351785564677,1,0,1,2,1,0,0,0,0,1,0,2,0,0,2,2,0
0,2.9831534913471307,5.6502058737528085,1,2,0,3,0,1,0,0,0,2,1,1,1,1,1,1,1
0,4.461299815568389,8.756288828944374,1,2,0,0,0,0,0,0,2,0,0,2,2,2,2,2,5
0,4.693181063310805,8.971867423536949,1,2,0,0,0,1,0,0,2,1,0,2,2,2,2,2,5
0,4.3134800921387715,8.06703924718298,1,1,1,1,0,0,1,1,0,0,2,0,0,2,2,2,3
1,4.547541073151455,8.720321772891186,1,0,0,2,0,0,1,0,0,1,2,2,2,0,0,2,5
1,4.00369019395397,6.594823772276905,1,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,1
1,4.3221439250725044,5.610935924289849,1,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0
0,4.174387269895637,7.836685791202728,1,1,0,3,0,1,0,0,2,0,0,0,2,0,0,2,3
1,4.309455941839047,6.979424565672496,1,0,1,2,1,1,0,0,0,1,0,2,0,0,0,0,1
0,3.882594194737334,3.882594194737334,1,0,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0
0,4.59511985013459,8.366009771582208,1,1,1,2,0,1,0,0,2,1,2,2,2,0,0,2,3
0,4.537961436294641,8.43805257673444,1,1,1,2,0,0,1,0,0,1,2,2,2,0,2,0,4
0,4.254193263163997,4.991452474679482,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0
1,3.6938669956249757,3.6938669956249757,0,0,0,2,1,1,1,0,1,0,0,2,0,0,2,0,0
0,4.4272389774954295,7.875993091479039,1,1,0,1,0,1,0,1,2,0,0,2,2,2,2,2,2
0,2.9882040071331994,5.262949222710246,1,0,1,3,0,1,0,0,0,2,1,1,1,1,1,1,0
0,4.0868162958013095,8.319693020082003,0,2,1,2,0,0,1,1,1,0,0,2,2,2,2,2,5
0,4.745801315727837,8.854829036496751,1,2,0,1,0,0,1,1,2,1,2,2,2,2,2,2,5
0,4.73926392046879,8.664077535251451,1,1,0,1,0,1,0,0,2,1,2,2,2,2,2,2,4
0,3.7977338590260183,4.388878109622984,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3.8066624897703196,7.113671284629721,0,0,1,2,0,0,1,0,1,0,2,0,2,0,0,2,2
